class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
e,x,f,w,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,k,a,g
e,b,y,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,g
e,x,s,y,t,l,f,w,n,w,t,b,s,s,w,,p,w,o,p,n,v,d
e,b,y,w,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g
e,,y,w,t,l,f,c,b,g,e,?,s,s,w,w,p,w,o,p,k,,g
e,x,f,n,t,n,f,c,b,p,t,b,s,s,g,,p,w,o,p,n,y,d
e,b,y,w,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,m
e,x,s,y,t,l,f,c,b,g,e,c,s,s,w,,p,w,o,p,n,n,m
e,f,y,n,t,,f,c,b,p,,?,s,y,w,w,p,w,o,p,k,y,g
e,x,f,wrong,f,n,f,w,b,n,,e,s,s,w,w,p,w,o,e,n,s,g
e,x,s,y,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,
p,x,y,w,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,v,g
e,x,y,y,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g
e,x,f,w,t,a,f,w,n,p,t,b,s,s,w,w,p,w,o,p,n,v,d
e,b,s,y,t,a,f,c,b,g,e,?,s,s,w,w,p,w,o,p,n,n,g
,x,y,w,t,,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,v,u
e,x,s,y,t,a,f,w,n,w,t,b,s,s,w,w,p,w,o,p,n,v,d
e,x,y,w,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,n,m
,x,f,w,t,l,f,w,n,n,t,b,s,s,w,w,p,w,o,p,n,v,d
e,f,s,w,t,l,f,w,n,w,t,b,s,s,w,w,p,w,o,p,n,v,d
e,x,y,y,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,m
e,f,f,y,t,a,f,w,n,w,t,b,s,s,w,,p,w,o,p,u,v,d
e,x,s,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,
e,b,y,y,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,m
e,x,y,n,t,l,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,s,p
e,b,y,wrong,t,l,f,c,,k,e,c,s,s,w,w,p,w,o,p,k,n,g
e,x,s,y,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,s,m
p,x,y,n,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,v,u
e,b,s,y,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,g
e,b,y,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,g
p,x,y,n,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,v,u
e,b,s,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,
e,b,y,y,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,n,m
e,b,y,y,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g
e,x,y,w,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,g
e,x,f,n,t,,f,c,b,p,t,?,s,s,p,w,p,w,o,p,k,y,d
e,x,y,,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,,y,g
e,b,s,y,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,s,g
e,x,f,g,f,n,f,c,n,g,e,e,s,s,w,w,p,w,,p,n,v,
e,x,y,n,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,y,g
e,x,s,w,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,g
e,b,y,w,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,g
e,x,,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,m
e,f,f,y,t,a,f,w,n,p,t,b,,s,w,w,p,w,o,p,n,v,d
e,b,y,y,t,l,f,c,b,g,e,?,s,s,w,w,p,w,o,p,n,s,g
e,x,f,n,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,n,a,g
e,x,f,y,t,l,,w,n,n,t,b,s,s,w,w,p,w,,p,n,v,d
e,x,s,y,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,m
e,f,s,g,f,n,f,w,b,n,t,e,,f,w,w,p,w,o,e,k,s,g
e,x,f,n,f,n,f,c,n,g,e,e,s,s,w,,p,w,o,p,n,y,u
e,f,s,g,f,n,f,w,,h,t,e,f,f,w,w,p,w,o,e,n,,g
e,f,y,n,t,a,f,c,b,p,e,r,s,y,w,w,p,,o,p,n,s,p
e,b,y,w,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,g
e,b,s,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,m
e,x,y,y,t,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,s,p
e,s,f,g,f,n,f,c,n,g,e,,s,s,w,w,p,w,o,,n,v,u
e,f,y,n,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,y,p
p,,y,n,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,,s,u
e,x,y,y,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,y,p
e,x,y,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,g
e,x,f,n,f,n,f,w,b,h,t,?,s,f,w,w,p,w,o,e,n,s,g
e,x,f,n,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,a,g
e,f,s,n,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,k,a,
e,f,y,n,t,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,s,p
e,x,s,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,g
e,f,f,n,f,n,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,v,
e,x,y,y,t,a,f,,b,w,e,r,s,y,w,w,p,w,o,p,n,s,p
e,x,f,y,t,a,f,w,n,p,t,b,s,s,w,w,p,w,o,p,u,v,d
e,b,y,y,t,a,f,c,b,g,e,c,,s,w,w,p,w,o,p,,n,g
e,x,f,g,f,n,f,w,b,n,t,?,s,s,w,w,p,w,o,e,k,s,g
e,x,y,y,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,,n,s,g
e,f,y,n,,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,y,g
e,x,s,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,m
e,s,f,n,f,n,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,y,u
e,x,s,w,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,m
e,b,s,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,g
e,s,f,n,f,n,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,,u
e,b,y,y,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,m
e,x,y,,t,l,f,c,Z,k,e,c,s,s,w,w,p,w,o,p,n,XXX,g
e,b,y,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,g
p,x,y,n,t,p,f,c,n,p,e,e,s,s,w,w,p,,o,p,k,s,u
e,x,s,w,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,n,s,g
e,x,y,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,m
e,b,s,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,g
e,x,f,n,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,n,y,d
p,x,s,n,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,n,s,u
e,x,y,n,t,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,y,p
e,,s,n,f,n,f,w,b,n,t,?,s,s,w,w,p,w,o,e,k,a,g
e,b,y,y,t,,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,m
e,x,s,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,n,m
e,b,s,y,t,a,f,c,b,n,e,?,,s,w,w,p,w,o,p,n,s,m
e,x,s,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,m
e,b,y,w,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,g
e,x,f,g,f,n,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,v,u
e,f,y,n,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,,g
e,x,f,g,f,n,f,w,b,h,,e,f,f,w,w,p,w,o,e,n,a,g
e,x,s,w,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,m
e,x,y,y,t,l,f,c,b,,e,c,s,s,w,w,p,w,o,p,n,s,m
e,x,f,g,f,n,f,c,n,n,e,?,s,s,w,w,p,w,o,p,k,v,u
p,x,s,n,t,,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,s,u
e,b,y,w,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,n,g
e,b,y,w,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,m
p,x,y,n,t,p,f,c,n,p,,e,s,s,w,w,p,w,o,p,n,v,u
e,b,s,y,t,l,f,c,b,w,e,c,s,s,w,w,p,,o,p,n,s,m
e,x,s,w,,l,f,c,b,k,e,c,s,s,w,,p,w,o,p,n,s,m
e,x,y,y,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,m
e,b,y,y,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,g
e,x,s,w,,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,m
e,x,s,w,t,a,f,c,b,g,e,c,s,,w,w,p,w,o,p,k,s,g
e,x,y,n,t,l,f,,b,w,e,r,s,y,w,w,p,w,o,p,n,y,p
e,x,s,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,
e,x,s,n,f,n,f,w,b,n,t,e,f,f,w,w,p,,o,e,k,s,g
e,x,,n,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,s,p
e,x,y,y,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,y,g
p,x,y,n,t,p,f,c,n,k,e,e,s,s,w,w,p,w,,p,k,v,g
e,b,y,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,n,g
e,x,f,w,t,l,f,w,n,p,t,b,s,s,w,w,p,w,o,p,u,v,d
p,x,s,n,,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,s,u
e,x,y,y,t,l,f,c,b,k,e,c,s,,w,w,p,w,o,p,k,n,g
e,f,f,g,f,??,f,,b,h,t,e,f,f,w,w,p,w,o,e,n,a,g
e,x,y,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g
e,b,y,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,,p,n,s,m
p,x,y,n,t,p,f,c,n,p,e,e,s,s,w,w,,w,o,p,n,s,u
e,f,,n,t,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,,g
e,x,s,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,,n,m
e,x,s,w,t,a,f,w,n,n,t,b,s,s,w,w,p,w,o,p,n,v,d
e,,y,n,t,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,y,p
e,b,s,w,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,m
e,x,,wrong,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,a,g
e,f,f,g,f,n,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,v,u
e,x,y,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,g
e,x,y,y,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,y,g
e,b,s,y,t,l,f,c,b,g,e,c,s,s,w,,p,w,o,p,n,s,g
e,b,s,y,t,l,f,c,b,w,e,?,s,s,w,w,,w,o,p,k,s,g
e,f,s,w,t,l,f,w,n,n,t,b,s,s,w,w,p,w,o,p,n,v,d
e,b,s,w,t,a,f,c,b,w,e,c,s,s,w,w,,w,o,p,k,n,m
e,x,f,y,t,a,f,w,n,n,t,b,s,s,w,w,p,w,o,p,u,v,d
e,x,y,w,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,m
e,b,y,y,t,l,,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,m
e,x,y,n,t,a,f,c,b,p,e,?,s,y,w,w,p,w,o,p,n,y,p
e,x,y,w,t,??,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,m
e,x,y,w,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,m
e,x,y,y,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,k,y,p
e,x,y,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,m
e,x,,y,t,,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,m
e,x,y,n,t,,f,c,b,p,e,r,s,y,w,w,p,w,o,p,k,,g
e,x,s,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,g
e,f,y,n,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,s,g
e,b,s,w,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,m
e,x,f,n,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,,y,d
e,x,y,w,t,l,f,c,b,k,,c,s,s,w,w,,w,o,p,n,s,m
e,b,s,w,t,l,f,c,b,g,e,c,,s,w,w,p,w,o,p,k,n,g
e,b,s,y,t,l,f,c,b,g,e,c,,s,w,w,p,w,o,p,k,n,m
,x,f,y,t,l,f,w,n,p,t,,s,s,w,w,p,w,o,p,n,v,d
e,,s,w,t,l,f,c,b,g,e,?,s,s,w,w,p,,o,p,n,n,m
e,x,s,g,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,k,a,g
e,b,s,w,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,g
e,b,s,y,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,m
e,f,y,y,t,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,y,p
e,f,y,n,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,y,p
e,x,s,w,t,a,f,c,b,k,e,c,,s,w,w,p,w,o,p,n,,m
e,f,y,y,t,l,f,c,b,n,e,?,s,y,w,w,p,w,o,p,n,s,g
e,b,s,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,,s,g
e,x,y,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,n,m
e,x,f,n,f,n,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,v,u
e,f,y,n,t,a,f,c,b,p,e,r,s,y,w,,p,w,o,p,n,y,g
e,,s,wrong,t,a,f,c,,g,,c,s,,w,w,p,w,o,p,k,n,m
e,x,s,y,t,l,f,c,b,g,e,?,s,s,w,w,p,w,o,p,,n,
e,b,y,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,,g
e,f,y,y,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,s,p
e,x,y,y,,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,g
e,x,y,w,,a,f,c,b,w,e,,s,s,w,w,p,w,o,p,k,n,m
,f,f,w,t,a,f,w,n,n,t,b,s,s,w,w,p,,o,p,u,v,d
e,s,f,g,f,n,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,y,u
e,f,s,y,t,l,f,w,n,n,t,b,s,s,w,w,p,w,o,p,n,v,d
e,f,f,g,f,n,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,y,u
e,x,f,n,f,n,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,y,u
e,b,y,w,t,a,f,c,b,w,e,?,s,s,w,w,p,w,o,p,n,n,g
e,,s,w,t,a,f,,n,p,t,b,s,s,w,w,p,w,o,p,n,v,d
e,b,y,y,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,m
e,b,y,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,m
e,b,y,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,g
e,f,s,w,t,l,f,w,n,p,t,b,s,s,w,w,p,w,o,p,u,v,d
e,f,f,wrong,f,n,f,c,n,g,e,e,s,s,w,w,p,w,o,p,k,y,u
e,f,s,w,t,a,f,w,n,w,t,b,s,s,w,w,p,w,o,p,n,v,d
e,f,y,y,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,k,y,g
e,x,y,w,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,m
e,s,f,n,f,n,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,y,u
e,x,y,n,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,s,p
e,x,y,n,t,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,s,p
e,f,f,y,t,a,f,w,n,n,t,b,s,s,w,w,p,w,o,p,u,v,d
p,f,s,n,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,s,g
p,x,s,n,t,p,f,c,n,k,e,e,s,s,w,w,p,,o,p,n,v,u
e,f,y,n,t,l,f,,b,w,e,?,s,y,w,w,p,w,o,p,n,s,p
e,x,y,y,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,s,g
e,b,s,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,m
e,f,f,w,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,,a,g
e,f,y,n,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,s,g
e,x,y,w,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,s,g
e,b,s,y,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,m
e,x,s,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,n,g
e,b,y,y,t,a,f,c,b,g,e,c,s,s,w,w,,w,o,p,k,n,g
e,x,,w,t,l,f,c,b,g,,,s,s,w,w,p,w,o,p,k,n,m
e,b,s,y,t,a,f,c,b,,e,?,s,s,w,w,p,w,o,p,k,s,m
e,b,y,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,g
p,x,s,n,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,v,g
e,x,s,g,f,n,f,w,b,p,t,e,s,,w,w,p,w,o,e,n,s,g
e,f,s,n,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,n,a,g
e,x,f,w,t,a,f,w,n,n,t,b,s,s,w,w,p,w,o,p,n,v,d
e,f,f,g,f,n,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,v,u
e,f,f,n,f,n,f,c,n,k,e,e,s,s,w,,p,w,o,p,n,y,u
e,b,y,y,t,a,,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,
e,x,f,w,t,a,f,w,n,n,t,b,s,s,w,w,p,w,o,,u,v,d
e,s,f,g,f,n,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,,u
e,x,f,n,f,n,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,v,u
e,x,f,w,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,n,a,g
e,x,,n,t,l,f,c,b,n,e,r,s,y,w,w,p,,o,p,k,y,p
e,b,s,y,t,a,f,c,Z,k,e,c,s,s,w,w,p,w,o,p,k,XXX,g
,x,y,w,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,,k,s,g
e,x,y,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,g
e,x,s,w,t,l,f,c,b,w,e,c,,s,w,w,p,w,o,p,k,n,m
e,b,s,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g
e,f,y,y,t,a,f,c,b,p,e,r,s,y,w,,p,w,o,p,n,y,p
p,x,s,n,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,s,u
e,f,f,g,f,n,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,y,u
e,b,s,y,t,l,,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,g
e,f,y,n,t,,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,s,p
e,x,s,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,m
e,x,f,n,f,n,f,c,n,k,e,e,s,,w,w,p,w,o,p,k,y,u
e,f,y,y,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,,,y,p
e,x,y,n,t,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,y,p
e,x,s,w,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g
p,x,y,w,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,,k,s,g
,f,y,n,t,l,f,c,b,w,e,?,s,y,w,w,p,w,o,p,k,y,p
p,f,s,n,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,,k,s,g
e,x,f,w,f,??,f,w,b,k,t,e,f,s,w,w,p,w,o,e,k,s,g
e,b,y,w,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,m
e,s,f,n,f,n,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,v,u
e,x,y,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,,p,n,s,m
e,f,s,w,t,a,f,w,n,p,t,b,s,s,w,w,p,w,o,p,u,v,d
,x,s,y,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,,k,s,m
e,f,f,g,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,s,g
p,x,y,w,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,s,g
e,x,y,,t,a,f,c,b,,e,r,s,y,w,w,p,w,o,p,k,s,g
e,f,f,n,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,,k,a,g
e,x,s,w,t,a,f,c,b,w,e,c,,s,w,w,p,w,o,p,k,s,m
e,b,y,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,m
e,f,f,g,,n,f,c,n,g,e,e,s,s,w,w,p,w,o,p,n,v,u
e,x,f,y,t,l,f,w,n,p,t,b,s,s,w,w,p,w,o,p,u,v,d
e,x,s,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,m
e,f,f,n,f,n,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,y,u
e,x,f,g,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,n,s,g
e,x,y,y,t,l,f,c,b,,e,r,s,y,w,w,p,w,o,p,k,s,p
e,f,s,w,t,l,f,w,n,p,t,b,s,s,w,w,p,w,o,p,n,v,d
e,x,s,y,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,g
e,f,y,y,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,k,y,p
p,x,y,n,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,v,u
e,x,f,w,t,l,f,w,n,w,t,b,s,s,w,w,p,w,o,p,u,v,d
e,x,s,w,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,g
e,x,y,y,t,a,f,c,Z,g,e,c,s,s,w,w,p,w,o,p,n,XXX,
e,b,s,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,g
e,x,s,y,t,a,f,w,n,w,t,b,s,s,w,w,p,w,o,p,u,v,d
e,x,s,y,t,a,f,w,n,n,t,b,s,,w,w,p,w,o,p,u,v,d
e,x,f,w,,n,f,w,b,n,t,?,f,s,w,w,p,w,o,e,k,s,g
e,b,s,w,t,a,f,c,,w,e,c,s,s,w,w,p,w,o,p,n,s,m
p,x,y,w,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,v,g
e,x,y,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,,g
e,f,s,g,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,k,s,g
p,x,s,n,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,s,g
e,b,y,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,m
e,x,s,w,t,a,,c,b,k,e,c,s,s,w,w,p,w,,p,k,n,m
e,f,f,y,t,l,f,w,n,n,t,b,s,s,w,w,p,w,o,p,n,v,d
e,x,s,y,t,a,f,c,b,k,e,c,s,s,w,w,p,,o,p,k,n,g
e,b,y,,t,l,f,c,b,,e,c,s,s,w,w,p,w,o,p,k,n,g
e,x,y,n,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,y,g
e,x,s,y,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,,g
e,x,f,n,f,n,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,v,u
e,x,s,y,t,l,f,c,,n,e,c,s,s,w,w,p,w,o,p,n,s,g
e,x,y,y,t,l,f,c,b,w,e,r,,y,w,w,p,w,o,p,n,y,g
p,x,s,n,t,p,f,c,n,,e,e,s,s,w,w,p,w,o,p,n,s,g
e,x,s,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,,n,n,m
e,x,s,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,m
e,x,y,w,t,l,,c,b,k,e,c,s,s,w,w,p,w,o,p,k,n,g
e,x,y,y,t,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,y,g
e,f,y,y,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,s,g
e,x,y,w,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,m
e,s,f,g,f,n,f,c,n,g,e,e,s,s,w,w,p,w,o,p,k,v,u
e,f,f,n,f,n,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,y,u
e,s,f,g,f,n,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,v,u
e,x,y,w,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,m
p,x,s,w,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,s,u
e,x,s,g,f,n,f,w,b,h,,e,s,f,w,w,p,w,o,e,k,s,g
e,x,y,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,g
p,x,y,w,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,s,g
e,x,s,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,m
p,x,s,n,t,,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,v,u
e,b,s,y,t,l,,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,m
e,b,y,w,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,m
p,x,y,w,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,s,g
p,x,s,n,t,??,f,c,n,n,e,,s,s,w,w,p,w,o,p,k,s,u
e,x,s,g,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,n,a,g
e,x,y,n,t,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,,g
e,f,f,w,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,,a,g
e,f,y,n,t,l,f,c,b,n,e,r,s,y,w,,p,w,o,p,n,s,p
